location	strings	target	target-marathi-final
QgsProjectLayerGroupDialogBase#1	Select layers and groups to embed	अंतःस्थापन हेतु लेयरों और समूहों का चयन करें	
QgsProjectLayerGroupDialogBase#2	Select Layers and Groups to Embed		
QgsProjectLayerGroupDialogBase#3	Project file	परियोजना फाइल	
QgsProjectLayerGroupDialogBase#4	…		
QgsProjectLayerGroupDialogBase#5	...	...	
QgsProjectProperties#1	Layer	लेयर	
QgsProjectProperties#2	Type	प्रकार	
QgsProjectProperties#3	Identifiable	पहचाने जाने योग्य	
QgsProjectProperties#4	Vector	वेक्टर	
QgsProjectProperties#5	WMS	WMS	
QgsProjectProperties#6	Raster	रास्‍टर	
QgsProjectProperties#7	Coordinate System Restriction	निर्देशांक प्रणाली प्रतिबंध	
QgsProjectProperties#8	No coordinate systems selected. Disabling restriction.	कोई निर्देशांक प्रणालियां चयनित नहीं. प्रतिबंध निष्‍ि‍क्रय कर रहा.	
QgsProjectProperties#9	Selection color	चयन रंग	
QgsProjectProperties#10	Decimal degrees	दशमलव डिग्री	
QgsProjectProperties#11	Degrees, minutes		
QgsProjectProperties#12	Degrees, minutes, seconds		
QgsProjectProperties#13	Meters	मीटर	
QgsProjectProperties#14	Feet	फीट	
QgsProjectProperties#15	Nautical miles	समुद्री मील	
QgsProjectProperties#16	Degrees	डिग्री	
QgsProjectProperties#17	Map units	मैप इकाइयॉ	
QgsProjectProperties#18	Kilometers		
QgsProjectProperties#19	Yards		
QgsProjectProperties#20	Miles		
QgsProjectProperties#21	Square meters		
QgsProjectProperties#22	Square kilometers		
QgsProjectProperties#23	Square feet		
QgsProjectProperties#24	Square yards		
QgsProjectProperties#25	Square miles		
QgsProjectProperties#26	Hectares		
QgsProjectProperties#27	Acres		
QgsProjectProperties#28	Square nautical miles		
QgsProjectProperties#29	Square degrees		
QgsProjectProperties#30	Layers are in edit mode. Stop edit mode on all layers to toggle transactional editing.		
QgsProjectProperties#31	Selection Color		
QgsProjectProperties#32	Read Only		
QgsProjectProperties#33	Custodian		
QgsProjectProperties#34	Owner		
QgsProjectProperties#35	User		
QgsProjectProperties#36	Distributor		
QgsProjectProperties#37	Originator		
QgsProjectProperties#38	Point of contact		
QgsProjectProperties#39	Principal investigator		
QgsProjectProperties#40	Processor		
QgsProjectProperties#41	Publisher		
QgsProjectProperties#42	Author	लेखक	
QgsProjectProperties#43	Conditions unknown		
QgsProjectProperties#44	No conditions apply		
QgsProjectProperties#45	None		
QgsProjectProperties#46	Copyright		
QgsProjectProperties#47	Patent		
QgsProjectProperties#48	Patent pending		
QgsProjectProperties#49	Trademark		
QgsProjectProperties#50	License		
QgsProjectProperties#51	Intellectual property rights		
QgsProjectProperties#52	Restricted		
QgsProjectProperties#53	Other restrictions		
QgsProjectProperties#54	Unknown units		
QgsProjectProperties#55	Map units (%1)		
QgsProjectProperties#56	CRS %1 was already selected	CRS %1 पहले से चयनित था	
QgsProjectProperties#57	Coordinate System Restrictions	निर्देशांक प्रणाली प्रतिबंध	
QgsProjectProperties#58	The current selection of coordinate systems will be lost. Proceed?	निर्देशांक प्रणालियों का वर्तमान चयन खो जायेगा. क्या आगे बढ़ें?	
QgsProjectProperties#59	Select print composer	छपाई रचयिता चयन करें	
QgsProjectProperties#60	Composer Title	रचयिता शीर्षक	
QgsProjectProperties#61	Select Restricted Layers and Groups		
QgsProjectProperties#62	Custom	कस्टम	
QgsProjectProperties#63	Select restricted layers and groups	प्रतिबंधित लेयरों और समूहों का चयन करें	
QgsProjectProperties#64	Start checking QGIS Server		
QgsProjectProperties#65	Use short name for "%1"		
QgsProjectProperties#66	Some layers and groups have the same name or short name		
QgsProjectProperties#67	Duplicate names:		
QgsProjectProperties#68	All names and short names of layer and group are unique		
QgsProjectProperties#69	Some layer short names have to be updated:		
QgsProjectProperties#70	All layer short names are well formed		
QgsProjectProperties#71	Some layer encodings are not set:		
QgsProjectProperties#72	All layer encodings are set		
QgsProjectProperties#73	Enter scale	पैमाना दर्ज करें	
QgsProjectProperties#74	Scale denominator	पैमाना भाजक	
QgsProjectProperties#75	Load scales	पैमानों को लायें	
QgsProjectProperties#76	XML files (*.xml *.XML)	XMLफाइलें (*.xml *.XML)	
QgsProjectProperties#77	Save scales	पैमानों को संरक्षित करें	
QgsProjectProperties#78	Select a valid symbol	वैध प्रतीक चयन करें	
QgsProjectProperties#79	Invalid symbol :	अवैध प्रतीक :	
QgsProjectProperties#80	Update layer "%1" encoding		
QgsProjectProperties#81	Parameters:	मापदंड:	
QgsProjectProperties#82	Select %1 from pull-down menu to adjust radii	त्रिज्या समायोजित करने के लिये पुल-डाउन मीनू से %1 चयन करें	
QgsProjectProperties#83	Can only use ellipsoidal calculations when CRS transformation is enabled	जब CRS रूपांतरण सक्षम हो तो केवल एलिप्सोइडल गणना का उपयोग कर सकता है	
QgsProjectProperties#84	Select Color	रंग चयन करें	
QgsProjectProperties#85	Select palette file	पैलेट फाइल चयन करें	
QgsProjectProperties#86	Invalid file	अवैध फाइल	
QgsProjectProperties#87	Error, file does not exist or is not readable	गलती, फाइल अस्तित्‍व में नहीं या पढ़नेयोग्‍य नहीं	
QgsProjectProperties#88	Error, no colors found in palette file	गलती, पैलेट फाइल में कोई रंग नहीं पाया	
QgsProjectProperties#89	Palette file	पैलेट फाइल	
QgsProjectProperties#90	Error exporting	निर्यात करने में गलती	
QgsProjectProperties#91	Error writing palette file	पैलेट फाइल लिखने में गलती	
QgsProjectProperties#92	Invalid scale		
QgsProjectProperties#93	The text you entered is not a valid scale.		
QgsProjectPropertiesBase#1	Project Properties	परियोजना की विशेषतायें	
QgsProjectPropertiesBase#2	General	सामान्य	
QgsProjectPropertiesBase#3	General settings	सामान्य समायोजन	
QgsProjectPropertiesBase#4	Project title	परियोजना शीर्षक	
QgsProjectPropertiesBase#5	Descriptive project name	विवरणात्मक परियोजना नाम	
QgsProjectPropertiesBase#6	Default project title	स्वतः परियोजना शीर्षक	
QgsProjectPropertiesBase#7	Selection color	चयन रंग	
QgsProjectPropertiesBase#8	Background color	पार्श्व रंग	
QgsProjectPropertiesBase#9	absolute	निरपेक्ष	
QgsProjectPropertiesBase#10	relative	संबंधित	
QgsProjectPropertiesBase#11	Save paths	पथों को संरक्षित करें	
QgsProjectPropertiesBase#12	Semi-minor	अर्द्ध-लघु	
QgsProjectPropertiesBase#13	Semi-major	अर्द्ध-बड़ा	
QgsProjectPropertiesBase#14	CRS	CRS	
QgsProjectPropertiesBase#15	Coordinate Reference System	निर्देशांक संदर्भ प्रणाली	
QgsProjectPropertiesBase#16	Identify layers	लेयरों की पहचान करें	
QgsProjectPropertiesBase#17	Default styles	स्वतः शैलियाॅं	
QgsProjectPropertiesBase#18	OWS server	OWS सर्वर	
QgsProjectPropertiesBase#19	Variables	वेरिएबल	
QgsProjectPropertiesBase#20	Checking this setting avoids visible edge artifacts when rendering this project as separate map tiles. Rendering performance will be degraded.		
QgsProjectPropertiesBase#21	Avoid artifacts when project is rendered as map tiles (degrades performance)		
QgsProjectPropertiesBase#22	Ellipsoid (for distance calculations)	एलिप्सोइड (दूरी गणना के लिये)	
QgsProjectPropertiesBase#23	Precision	शुद्धता	
QgsProjectPropertiesBase#24	Automatic	स्‍वचालित	
QgsProjectPropertiesBase#25	Position		
QgsProjectPropertiesBase#26	Short name		
QgsProjectPropertiesBase#27	Scenario 2 - INSPIRE related fields using embedded service metadata		
QgsProjectPropertiesBase#28	Deselect all	सभी का चयन रद्द करें	
QgsProjectPropertiesBase#29	Test configuration		
QgsProjectPropertiesBase#30	Launch		
QgsProjectPropertiesBase#31	When enabled, layers from the same database connection will be put into a transaction group. Their edit state will be synchronized and changes to these layers will be sent to the provider immediately. Only supported on postgres provider.		
QgsProjectPropertiesBase#32	Automatically create transaction groups where possible		
QgsProjectPropertiesBase#33	When enabled, default values will be evaluated as early as possible. This will fill default values in the add feature form already and not only create them on commit. Only supported for postgres provider.		
QgsProjectPropertiesBase#34	Evaluate default values on provider side		
QgsProjectPropertiesBase#35	Expression Variables		
QgsProjectPropertiesBase#36	Manual	स्‍वयं	
QgsProjectPropertiesBase#37	The number of decimal places for the manual option	स्‍वयं डालने के विकल्‍प के लिए दशमलव स्‍थानों की संख्‍या	
QgsProjectPropertiesBase#38	decimal places	दशमलव स्‍थान	
QgsProjectPropertiesBase#39	Project scales	परियोजना पैमाने	
QgsProjectPropertiesBase#40	...	...	
QgsProjectPropertiesBase#41	Identifiable layers	पहचानयोग्‍य लेयरें	
QgsProjectPropertiesBase#42	Project layers	परियोजना की लेयरें	
QgsProjectPropertiesBase#43	Layer	लेयर	
QgsProjectPropertiesBase#44	Type	प्रकार	
QgsProjectPropertiesBase#45	Identifiable	पहचाने जाने योग्य	
QgsProjectPropertiesBase#46	Marker	चिन्हक	
QgsProjectPropertiesBase#47	Line	रेखा	
QgsProjectPropertiesBase#48	Default symbols	स्वतः प्रतीक	
QgsProjectPropertiesBase#49	Fill	भराव	
QgsProjectPropertiesBase#50	Color Ramp	रंग पट्टिका	
QgsProjectPropertiesBase#51	Transparency	पारदर्शिता	
QgsProjectPropertiesBase#52	%	%	
QgsProjectPropertiesBase#53	Style Manager	शैली प्रबंधक	
QgsProjectPropertiesBase#54	Options	विकल्प	
QgsProjectPropertiesBase#55	Relations	संबंध	
QgsProjectPropertiesBase#56	Project file	परियोजना फाइल	
QgsProjectPropertiesBase#57	Assign random colors to symbols	प्रतीकों का अनियमित रंग निर्धारित करें	
QgsProjectPropertiesBase#58	Project colors	परियोजना के रंग	
QgsProjectPropertiesBase#59	Copy colors	रंगों को कॉपी करें	
QgsProjectPropertiesBase#60	Add color	रंग जोड़ें	
QgsProjectPropertiesBase#61	Paste colors	रंगो को चिपकायें	
QgsProjectPropertiesBase#62	Remove color	रंग हटायें	
QgsProjectPropertiesBase#63	Service capabilities	सर्विस क्षमताएं	
QgsProjectPropertiesBase#64	The web site URL of the service provider.		
QgsProjectPropertiesBase#65	Person	व्यक्ति	
QgsProjectPropertiesBase#66	Title	शीर्षक	
QgsProjectPropertiesBase#67	Organization	संगठन	
QgsProjectPropertiesBase#68	Online resource	ऑनलाइन संसाधन	
QgsProjectPropertiesBase#69	E-Mail	ई-मेल	
QgsProjectPropertiesBase#70	Phone	फ़ोन	
QgsProjectPropertiesBase#71	Abstract	ऐब्स्ट्रैक्ट	
QgsProjectPropertiesBase#72	Fees	शुल्क	
QgsProjectPropertiesBase#73	Access constraints	पहुँच के अवरोध	
QgsProjectPropertiesBase#74	Keyword list	कुंजीशब्‍द सूची	
QgsProjectPropertiesBase#75	WMS capabilities	WMS क्षमताएं	
QgsProjectPropertiesBase#76	Add geometry to feature response	नक्शा-अनुभाग प्रतिक्रिया में ज्‍यामिति जोड़ें	
QgsProjectPropertiesBase#77	Min. X	X न्यूनतम	
QgsProjectPropertiesBase#78	Min. Y	Y न्यूनतम	
QgsProjectPropertiesBase#79	Max. X	अधिकतम X	
QgsProjectPropertiesBase#80	Max. Y	अधिकतम Y	
QgsProjectPropertiesBase#81	Use Current Canvas Extent	वर्तमान कैनवास विस्तार का उपयोग करें	
QgsProjectPropertiesBase#82	Used	उपयोगित	
QgsProjectPropertiesBase#83	Exclude composers	रचयिताओं को बाहर करें	
QgsProjectPropertiesBase#84	WCS capabilities	WCS क्षमताएं	
QgsProjectPropertiesBase#85	Exclude layers	लेयरों को बाहर करें	
QgsProjectPropertiesBase#86	Quality for JPEG images ( 10 : smaller image - 100 : best quality )	JPEG इमेजों के लिये गुणवत्ता ( 10 : छोटी इमेज - 100 : सर्वश्रेष्ठ गुणवता )	
QgsProjectPropertiesBase#87	Use layer ids as names	नामों की तरह लेयर ids उपयोग करें	
QgsProjectPropertiesBase#88	WMS/WFS Server Configuration		
QgsProjectPropertiesBase#89	Data Sources	डेटा स्रोत	
QgsProjectPropertiesBase#90	Measurements		
QgsProjectPropertiesBase#91	Units for distance measurement		
QgsProjectPropertiesBase#92	Units for area measurement		
QgsProjectPropertiesBase#93	Coordinate display		
QgsProjectPropertiesBase#94	Display coordinates using		
QgsProjectPropertiesBase#95	Automatically sets the number of decimal places to use when displaying coordinates		
QgsProjectPropertiesBase#96	Manually set the number of decimal places to use when displaying coordinates		
QgsProjectPropertiesBase#97	Enable 'on the fly' CRS transformation (OTF)		
QgsProjectPropertiesBase#98	Read Only		
QgsProjectPropertiesBase#99	Import colors		
QgsProjectPropertiesBase#100	Default Styles		
QgsProjectPropertiesBase#101	Identify Layers		
QgsProjectPropertiesBase#102	Data sources	डेटा स्रोत	
QgsProjectPropertiesBase#103	QGIS Server		
QgsProjectPropertiesBase#104	WMS/WFS/WCS Server Configuration		
QgsProjectPropertiesBase#105	Open folder containing the project		
QgsProjectPropertiesBase#106	…		
QgsProjectPropertiesBase#107	Ellipsoid (for distance and area calculations)		
QgsProjectPropertiesBase#108	Project predefined scales		
QgsProjectPropertiesBase#109	Add predefined scale	पूर्वनिर्धारित पैमाना जोड़ें	
QgsProjectPropertiesBase#110	Remove selected scale		
QgsProjectPropertiesBase#111	Import from file	फाइल से लावें	
QgsProjectPropertiesBase#112	Save to file	फाइल में संरक्षित करें	
QgsProjectPropertiesBase#113	Project Coordinate Reference System (CRS)		
QgsProjectPropertiesBase#114	Datum transformations		
QgsProjectPropertiesBase#115	Ask for datum transformation if several are available (defined in global setting)		
QgsProjectPropertiesBase#116	Edit symbol		
QgsProjectPropertiesBase#117	Opacity	अपारदर्शिता	
QgsProjectPropertiesBase#118	Export colors		
QgsProjectPropertiesBase#119	Speed up project loading by skipping data checks. Useful in qgis server context or project with huge database views or materialized views.		
QgsProjectPropertiesBase#120	Trust project when data source has no metadata		
QgsProjectPropertiesBase#121	The contact person e-mail for the service.		
QgsProjectPropertiesBase#122	The contact person name for the service.		
QgsProjectPropertiesBase#123	The name of the service provider.		
QgsProjectPropertiesBase#124	The title should be brief yet descriptive enough to identify this service.		
QgsProjectPropertiesBase#125	The contact person phone for the service.		
QgsProjectPropertiesBase#126	The abstract is a descriptive narrative providing more information about the service.		
QgsProjectPropertiesBase#127	List of keywords separated by comma to help catalog searching.		
QgsProjectPropertiesBase#128	Fees applied to the service.		
QgsProjectPropertiesBase#129	Access constraints applied to the service.		
QgsProjectPropertiesBase#130	The contact person position for the service.		
QgsProjectPropertiesBase#131	A name used to identify the root layer. The short name is a text string used for machine-to-machine communication.		
QgsProjectPropertiesBase#132	Add composer to exclude		
QgsProjectPropertiesBase#133	Remove selected composer		
QgsProjectPropertiesBase#134	Add layer to exclude		
QgsProjectPropertiesBase#135	Remove selected layer		
QgsProjectPropertiesBase#136	Add new CRS	नया CRS जोड़ें	
QgsProjectPropertiesBase#137	Fetch all CRS's from layers		
QgsProjectPropertiesBase#138	Remove selected CRS		
QgsProjectPropertiesBase#139	GetFeatureInfo geometry precision (decimal places)	GetFeatureInfo ज्‍यामिति शुद्धता (दशमलव स्‍थान)	
QgsProjectPropertiesBase#140	INSPIRE (European directive)		
QgsProjectPropertiesBase#141	Service language		
QgsProjectPropertiesBase#142	Scenario 2 - INSPIRE related fields using embedded service metadata:		
QgsProjectPropertiesBase#143	Metadata date		
QgsProjectPropertiesBase#144	Last revision date		
QgsProjectPropertiesBase#145	Scenario 1 - INSPIRE related fields using referenced external service metadata		
QgsProjectPropertiesBase#146	Metadata URL		
QgsProjectPropertiesBase#147	application/vnd.iso.19139+xml		
QgsProjectPropertiesBase#148	application/vnd.ogc.csw.GetRecordByIdResponse_xml		
QgsProjectPropertiesBase#149	application/vnd.ogc.csw_xml		
QgsProjectPropertiesBase#150	URL mime/type		
QgsProjectPropertiesBase#151	Segmentize feature info geometry		
QgsProjectPropertiesBase#152	Allow defining datasources in server requests		
QgsProjectPropertiesBase#153	WFS capabilities (also influences DXF export)		
QgsProjectPropertiesBase#154	Published	प्रकाशित	
QgsProjectPropertiesBase#155	Geometry precision (decimal places)	ज्‍यामिति शुद्धता (दशमलव स्‍थान)	
QgsProjectPropertiesBase#156	Update	अद्यतन	
QgsProjectPropertiesBase#157	Insert	डालें	
QgsProjectPropertiesBase#158	Delete	मिटायें	
QgsProjectPropertiesBase#159	Select all	सभी का चयन करें	
QgsProjectPropertiesBase#160	Macros	मैक्रो	
QgsProjectPropertiesBase#161	Advertised URL	प्रकाशित यूआरएल	
QgsProjectPropertiesBase#162	Width	चौड़ाई	
QgsProjectPropertiesBase#163	Height	ऊंचाई	
QgsProjectPropertiesBase#164	Maximums for GetMap request	GetMap विनती के लिये अधिकतम	
QgsProjectPropertiesBase#165	Advertised extent	प्रकाशित विस्‍तार	
QgsProjectPropertiesBase#166	CRS restrictions	CRS प्रतिबंध	
QgsProjectPropertiesBase#167	Python macros	पाइथन मैक्रो	
QgsProjectSnappingSettings#1	Cannot read individual settings. Unexpected tag '%1'		
QgsProjectionSelectionDialog#1	Define this layer's coordinate reference system:	इस लेयर की निर्देशांक संदर्भ प्रणाली परिभाषित करें	
QgsProjectionSelectionDialog#2	This layer appears to have no projection specification.	इस लेयर में कोई प्रक्षेपण विनिर्देश दिखाई नहीं देते.	
QgsProjectionSelectionDialog#3	By default, this layer will now have its projection set to that of the project, but you may override this by selecting a different projection below.		
QgsProjectionSelectionTreeWidget#1	Resource Location Error	संसाधन स्थिति गलती	
QgsProjectionSelectionTreeWidget#2	Error reading database file from:   %1 Because of this the projection selector will not work...	से डेटाबेस फाइल पढ़ने में गलती: %1 इस कारण प्रक्षेपण चयनक कार्य नहीं करेगा...	
QgsProjectionSelectionTreeWidget#3	User Defined Coordinate Systems	उपयोगकर्ता परिभाषित निर्देशांक प्रणालियां	
QgsProjectionSelectionTreeWidget#4	Geographic Coordinate Systems	भौगोलिक निर्देशांक प्रणालियां	
QgsProjectionSelectionTreeWidget#5	Projected Coordinate Systems	प्रक्षेपित निर्देशांक प्रणालियां	
QgsProjectionSelectionTreeWidget#6	Extent: %1, %2, %3, %4		
QgsProjectionSelectionTreeWidget#7	Proj4: %1		
QgsProjectionSelectionTreeWidget#8	Extent: Extent not known		
QgsProjectionSelectionWidget#1	invalid projection	अवैध प्रक्षेपण	
QgsProjectionSelectionWidget#2	Select CRS		
QgsProjectionSelectionWidget#3	Layer CRS: %1 - %2		
QgsProjectionSelectionWidget#4	Project CRS: %1 - %2		
QgsProjectionSelectionWidget#5	Default CRS: %1 - %2		
QgsProjectionSelectionWidget#6	Selected CRS (%1, %2)		
QgsProjectionSelectionWidget#7	Layer CRS (%1, %2)		
QgsProjectionSelectionWidget#8	Project CRS (%1 - %2)		
QgsProjectionSelectionWidget#9	Default CRS (%1 - %2)		
QgsProjectionSelectionWidget#10	%1 - %2		
QgsProjectionSelectionWidgetPlugin#1	A widget to select a generic projection system.		
QgsProjectionSelector#1	User Defined Coordinate Systems	उपयोगकर्ता परिभाषित निर्देशांक प्रणालियां	
QgsProjectionSelector#2	Geographic Coordinate Systems	भौगोलिक निर्देशांक प्रणालियां	
QgsProjectionSelector#3	Projected Coordinate Systems	प्रक्षेपित निर्देशांक प्रणालियां	
QgsProjectionSelector#4	Resource Location Error	संसाधन स्थिति गलती	
QgsProjectionSelector#5	Error reading database file from:   %1 Because of this the projection selector will not work...	से डेटाबेस फाइल पढ़ने में गलती: %1 इस कारण प्रक्षेपण चयनक कार्य नहीं करेगा...	
QgsProjectionSelectorBase#1	Coordinate Reference System Selector	निर्देशांक संदर्भ प्रणाली चयनकर्ता	
QgsProjectionSelectorBase#2	Selected CRS	चयनित CRS	
QgsProjectionSelectorBase#3	Filter	फिल्टर करें	
QgsProjectionSelectorBase#4	Recently used coordinate reference systems	हाल ही में उपयोग की गई निर्देशांक संदर्भ प्रणालियां	
QgsProjectionSelectorBase#5	Use this option to treat all coordinates as Cartesian coordinates in an unknown reference system.		
QgsProjectionSelectorBase#6	No projection (or unknown/non-Earth projection)		
QgsProjectionSelectorBase#7	Coordinate Reference System	निर्देशांक संदर्भ प्रणाली	
QgsProjectionSelectorBase#8	Selected CRS:	चयनित CRS:	
QgsProjectionSelectorBase#9	Authority ID	अथॉरिटी ID	
QgsProjectionSelectorBase#10	ID	ID	
QgsProjectionSelectorBase#11	Coordinate reference systems of the world	वैश्विक निर्देशांक संदर्भ प्रणालियां	
QgsProjectionSelectorBase#12	Hide deprecated CRSs	त्‍याज्‍य CRSs छिपायें	
QgsPropertyColorAssistantWidget#1	Color For Null Values		
QgsPropertyColorAssistantWidget#2	Transparent	पारदर्शी	
QgsPropertyGenericNumericAssistantWidget#1	°	°	
QgsPropertyGenericNumericAssistantWidget#2	Angle from		
QgsPropertyGenericNumericAssistantWidget#3	Angle when NULL		
QgsPropertyOverrideButton#1	Variable	वेरिएबल	
QgsPropertyOverrideButton#2	Description...	विवरण...	
QgsPropertyOverrideButton#3	Store data in the project		
QgsPropertyOverrideButton#4	Edit...	संपादन...	
QgsPropertyOverrideButton#5	Paste	चिपकायें	
QgsPropertyOverrideButton#6	Copy	कॉपी करें	
QgsPropertyOverrideButton#7	Clear	साफ करें	
QgsPropertyOverrideButton#8	Assistant...		
QgsPropertyOverrideButton#9	boolean		
QgsPropertyOverrideButton#10	int	पूर्णांक	
QgsPropertyOverrideButton#11	double	डबल	
QgsPropertyOverrideButton#12	string	स्ट्रिंग	
QgsPropertyOverrideButton#13	Field type:	स्‍तंभ का प्रकार:	
QgsPropertyOverrideButton#14	integer	पूर्णांक	
QgsPropertyOverrideButton#15	integer64		
QgsPropertyOverrideButton#16	unknown type	अज्ञात प्रकार	
QgsPropertyOverrideButton#17	Data defined override	डेटा परिभाषित अधिरोहण	
QgsPropertyOverrideButton#18	expression	एक्सप्रेशन	
QgsPropertyOverrideButton#19	field	स्‍तंभ	
QgsPropertyOverrideButton#20	Deactivate	अक्रिय	
QgsPropertyOverrideButton#21	Activate	सक्रिय	
QgsPropertyOverrideButton#22	Attribute field	गुणधर्म स्‍तंभ	
QgsPropertyOverrideButton#23	No matching field types found	कोई मिलते हुये स्‍तंभ प्रकार नहीं पाये	
QgsPropertyOverrideButton#24	Expression	एक्सप्रेशन	
QgsPropertyOverrideButton#25	No variables set		
QgsPropertyOverrideButton#26	Current:	वर्तमान:	
QgsPropertyOverrideButton#27	Data Definition Description		
QgsPropertyOverrideButton#28	undefined	अपरिभाषित	
QgsPropertyOverrideButton#29	Parse error: %1	पार्स गलती: %1	
QgsPropertyOverrideButton#30	%1' field missing	%1' स्‍तंभ खोया हुआ	
QgsPropertyOverrideButton#31	<b><u>Data defined override</u></b><br>	<b><u>डेटा परिभाषित अधिरोहण</u></b><br>	
QgsPropertyOverrideButton#32	<b>Active: </b>%1&nbsp	&nbsp	
QgsPropertyOverrideButton#33	yes	हाँ	
QgsPropertyOverrideButton#34	no	नहीं	
QgsPropertyOverrideButton#35	<b>Usage:</b><br>%1<br>	<b>उपयोग:</b><br>%1<br>	
QgsPropertyOverrideButton#36	<b>Expected input:</b><br>%1<br>	<b>संभावित आगत:</b><br>%1<br>	
QgsPropertyOverrideButton#37	<b>Valid input types:</b><br>%1<br>	<b>वैध आगत प्रकार:</b><br>%1<br>	
QgsPropertyOverrideButton#38	<b>Current definition %1:</b><br>%2	<b>वर्तमान परिभाषा %1:</b><br>%2	
QgsPropertyOverrideButtonPlugin#1	A widget to define override for a corresponding property		
QgsPropertyOverrideButtonPlugin#2	A widget to define override for a corresponding property.		
QgsPropertySizeAssistantWidget#1	Flannery		
QgsPropertySizeAssistantWidget#2	Surface	सतह	
QgsPropertySizeAssistantWidget#3	Radius	त्रिज्या	
QgsPropertySizeAssistantWidget#4	Exponential		
QgsPropertySizeAssistantWidget#5	Linear	रेखीय	
QgsPyDataItem#1	&Run Script		
QgsPyDataItem#2	Open in External &Editor		
QgsQptDataItem#1	New Layout from Template		
QgsQueryBuilder#1	&Test	&टेस्ट	
QgsQueryBuilder#2	&Clear	&साफ	
QgsQueryBuilder#3	Set provider filter on %1	%1 पर प्रदाता फिल्‍टर सेट करें	
QgsQueryBuilder#4	Query Result	पूछताछ परिणाम	
QgsQueryBuilder#5	The where clause returned %n row(s).		
QgsQueryBuilder#6	Query Failed	पूछताछ असफल	
QgsQueryBuilder#7	An error occurred when executing the query.	जब पूछताछ क्रियान्वित करते हुए एक गलती आई	
QgsQueryBuilder#8	The data provider said: %1	डेटा प्रदाता ने कहा: %1	
QgsQueryBuilder#9	Error in Query	पूछताछ में गलती	
QgsQueryBuilder#10	The subset string could not be set	उप-समुच्य स्ट्रिंग सेट नहीं की जा सकती	
QgsQueryBuilderBase#1	Query Builder	पूछताछ निर्माता	
QgsQueryBuilderBase#2	Datasource	डेटास्रोत	
QgsQueryBuilderBase#3	Fields	स्तम्म	
QgsQueryBuilderBase#4	<html><head><meta name="qrichtext" content="1" /><style type="text/css"> p, li { white-space: pre-wrap; } </style></head><body style=" font-family:'Sans Serif'; font-size:9pt; font-weight:400; font-style:normal;"> <p style=" margin-top:0px; margin-bottom:0px; margin-left:0px; margin-right:0px; -qt-block-indent:0; text-indent:0px;">List of fields in this vector file</p></body></html>	<html><head><meta name="qrichtext" content="1" /><style type="text/css"> p, li { सफ़ेद-स्थान: लपेटने से पूर्व; } </style></head><body style=" font-family:'Sans Serif'; font-size:9pt; font-weight:400; font-style:normal;"> <p style=" margin-top:0px; margin-bottom:0px; margin-left:0px; margin-right:0px; -qt-block-indent:0; text-indent:0px;">इस वेक्‍टर फाइल में स्‍तंभों की सूची</p></body></html>	
QgsQueryBuilderBase#5	Values	मान	
QgsQueryBuilderBase#6	<html><head><meta name="qrichtext" content="1" /><style type="text/css"> p, li { white-space: pre-wrap; } </style></head><body style=" font-family:'Sans Serif'; font-size:9pt; font-weight:400; font-style:normal;"> <p style=" margin-top:0px; margin-bottom:0px; margin-left:0px; margin-right:0px; -qt-block-indent:0; text-indent:0px;">List of values for the current field.</p></body></html>	<html><head><meta name="qrichtext" content="1" /><style type="text/css"> p, li { सफ़ेद-स्थान: लपेटने से पूर्व; } </style></head><body style=" font-family:'Sans Serif'; font-size:9pt; font-weight:400; font-style:normal;"> <p style=" margin-top:0px; margin-bottom:0px; margin-left:0px; margin-right:0px; -qt-block-indent:0; text-indent:0px;">वर्तमान स्‍तंभ के लिये मानों की सूची.</p></body></html>	
QgsQueryBuilderBase#7	<html><head><meta name="qrichtext" content="1" /><style type="text/css"> p, li { white-space: pre-wrap; } </style></head><body style=" font-family:'Sans Serif'; font-size:9pt; font-weight:400; font-style:normal;"> <p style=" margin-top:0px; margin-bottom:0px; margin-left:0px; margin-right:0px; -qt-block-indent:0; text-indent:0px;">Take a <span style=" font-weight:600;">sample</span> of records in the vector file</p></body></html>	<html><head><meta name="qrichtext" content="1" /><style type="text/css"> p, li { सफ़ेद-स्थान: लपेटने से पूर्व; } </style></head><body style=" font-family:'Sans Serif'; font-size:9pt; font-weight:400; font-style:normal;"> <p style=" margin-top:0px; margin-bottom:0px; margin-left:0px; margin-right:0px; -qt-block-indent:0; text-indent:0px;">एक लें <span style=" font-weight:600;">नमूना</span> वेक्‍टर फाइल में पंक्तियों का</p></body></html>	
QgsQueryBuilderBase#8	Sample	नमूना	
